employee_id,month,hours_worked,overtime_hours,sales_generated,customers_served,projects_completed,absent_days,labor_cost,training_hours,performance_rating
306,2026-07-01,197.4,13.4,0,93,4,0,11356.95,,
5,2026-04-01,182.8,6.8,0,0,4,0,8289,0,3.38
683,2026-01-01,183.3,7.3,0,0,4,0,10019.87,0,3.64
394,2026-01-01,169.9,1.9,0,0,5,1,7977.72,6,3.82
1088,2026-05-01,179.5,11.5,0,71,2,0,11748.55,0,
208,2026-07-01,186.2,2.2,0,0,6,0,6620.18,6,3.48
1399,2026-03-01,185.4,9.4,0,0,4,0,9520.53,8,3.87
1102,2026-04-01,166.1,6.1,0,0,5,2,7588.67,8,4.26
1444,2025-12-01,200.7,16.7,48231.8,121,3,0,11868.66,0,
803,2026-03-01,182.7,6.7,26298.82,66,3,0,9013.64,4,3.22
1309,2026-03-01,157.6,5.6,0,0,3,3,9273.64,8,3.5
759,2026-02-01,165.8,5.8,0,0,3,0,5680.14,12,3.03
117,2026-04-01,183.5,7.5,,58,1,0,9776.35,6,3.14
968,2026-06-01,187.4,11.4,0,0,4,0,9114.43,8,3.66
1244,2025-11-01,91.2,0,0,55,2,1,9861.67,8,3.05
224,2025-11-01,178,18,0,129,4,0,13677.37,0,3.29
654,2026-02-01,150.5,6.5,0,98,4,2,8036.3,4,4.34
667,2026-06-01,186.5,10.5,0,0,6,0,9349.26,6,
441,2026-07-01,192.5,8.5,0,0,4,0,7465.52,2,
1155,2026-02-01,152.5,8.5,0,61,2,2,9069.95,12,2.8
1451,2026-07-01,191.6,7.6,0,99,6,0,12176.41,0,3.2
404,2026-01-01,168,0,20285.86,62,3,1,7650,4,4.19
1061,2025-11-01,91.2,0,0,0,3,1,4137.83,8,4.76
1223,2025-11-01,172.3,12.3,0,0,3,0,9336.53,8,3.31
746,2026-02-01,160.9,8.9,0,123,5,1,10312.46,6,4.58
587,2026-02-01,158,6,19687.37,56,2,1,13004.57,12,3.4
1007,2026-01-01,160.8,0.8,16221.86,52,2,2,9428.32,0,
1448,2025-12-01,105.6,0,0,73,2,1,6476.17,6,2.86
698,2025-11-01,171.3,11.3,0,0,5,0,8951,6,3.66
1240,2026-01-01,176.1,0.1,24649.46,81,2,0,8008.09,0,4.45
811,2026-02-01,161.7,1.7,17858.53,47,2,0,9088.6,4,3.51
26,2026-05-01,180.9,12.9,0,149,7,0,11075.59,8,4.46
1157,2026-07-01,187.6,3.6,0,0,4,0,11626.09,0,2.8
1164,2026-02-01,154.5,2.5,0,0,5,1,6772.08,12,3.91
636,2025-10-01,197.1,13.1,28849.93,72,3,0,7312.21,6,3.15
650,2026-05-01,163,3,22327.96,61,1,1,8250.61,6,3.24
553,2026-05-01,173.4,5.4,0,0,5,0,7725.92,0,3.54
1439,2025-10-01,182.3,6.3,0,0,4,1,8212.24,6,2.86
375,2026-06-01,184.4,8.4,26070.44,68,2,0,6696.1,6,3.29
689,2026-07-01,182.5,6.5,0,0,4,1,7484.76,2,3.98
398,2025-09-01,187.9,11.9,25124.67,72,3,0,8959.7,4,3.72
1319,2026-02-01,96,0,0,0,2,0,4961.33,12,
768,2026-01-01,179.2,3.2,0,0,4,0,8452.6,4,3.24
157,2025-11-01,91.2,0,13235.35,37,1,1,3975.17,8,3.1
1076,2026-08-01,176.5,8.5,16969.4,60,2,0,9561.1,6,
511,2025-09-01,180.2,12.2,0,148,7,1,12375.28,6,4.16
616,2026-02-01,166.7,6.7,0,82,2,0,10411.94,6,3.21
1080,2025-09-01,178.9,2.9,0,0,7,0,11985.08,2,4.59
83,2026-07-01,183.4,7.4,0,0,5,1,19244.73,8,3.11
228,2025-11-01,172.4,20.4,0,103,4,1,11602.63,8,3
179,2026-07-01,188.3,4.3,0,0,6,0,8541.44,2,3.89
256,2026-05-01,100.8,0,0,0,3,0,6791.33,0,3.57
685,2026-03-01,186,10,0,0,4,0,8329.04,12,2.69
857,2026-03-01,187.5,11.5,0,174,6,0,12631.64,10,4.63
588,2026-06-01,190.5,14.5,0,0,3,0,11854.31,8,3.29
709,2025-09-01,179.6,3.6,12677.12,42,1,0,9560.86,2,2.1
959,2026-03-01,186.5,10.5,0,0,4,0,12864.94,12,3.19
1136,2026-06-01,187.8,11.8,0,0,5,0,8486.29,8,3.7
486,2025-12-01,187.6,19.6,0,0,5,2,11213.3,2,3.25
1271,2025-11-01,164,12,28541.8,104,1,1,8933.06,6,3.95
10,2026-06-01,186.3,10.3,0,0,4,0,12069.43,8,3.01
232,2026-04-01,166.2,6.2,0,0,3,2,6984.32,6,3.68
6,2026-05-01,173.9,13.9,0,0,4,1,12414.66,4,3.63
927,2026-01-01,169.1,1.1,0,0,4,1,8416.03,4,3.68
46,2025-10-01,191.8,7.8,23665.19,66,2,0,6620.28,8,3.12
415,2026-03-01,105.6,0,13221.14,40,2,0,4483.5,8,3.92
314,2026-06-01,105.6,0,15545.26,39,1,0,5571.33,2,3.11
706,2026-04-01,180.6,4.6,0,0,4,0,14017.65,8,3.72
1240,2025-11-01,158.2,14.2,30252.85,99,3,2,8984.39,8,4.28
597,2025-10-01,191.8,7.8,34360.84,115,3,0,6294.69,0,4.63
986,2026-01-01,183.2,7.2,0,72,5,0,12193.34,6,3.3
285,2026-02-01,149.6,5.6,0,55,4,2,12340.98,4,2.88
831,2026-04-01,166.6,6.6,0,0,4,2,10661.36,2,2.99
1190,2026-02-01,150.7,6.7,0,0,4,2,12079.14,8,2.88
145,2026-07-01,194,10,0,102,5,0,11444.15,4,3.46
956,2025-11-01,180.7,20.7,0,0,5,0,10597.28,8,4.37
86,2026-04-01,181.9,5.9,0,0,5,0,14586.05,6,4
563,2026-07-01,193.6,9.6,0,145,7,0,11793.08,2,4.08
937,2025-10-01,192.2,8.2,0,0,6,0,7741.45,4,4.25
686,2026-05-01,184.1,16.1,0,0,3,0,8339.87,4,3.4
302,2026-05-01,171.1,3.1,0,0,4,0,12297.62,6,3.17
841,2026-04-01,180.1,4.1,24836.93,69,2,0,7516.55,4,
920,2025-12-01,199.3,15.3,0,0,4,0,11317.06,4,3.78
475,2026-02-01,160.5,0.5,0,0,3,0,7463.99,8,4.21
1442,2026-01-01,176.6,0.6,0,0,5,0,9412.12,0,3.53
314,2026-02-01,81.6,0,5403.72,20,1,3,5571.33,12,2.72
1024,2026-06-01,188.5,12.5,0,0,6,0,11784.68,0,3.6
238,2026-06-01,179,11,35465.96,81,3,1,8684.88,0,3.89
1221,2026-07-01,184.1,8.1,0,116,3,1,16384.24,0,3.38
561,2026-02-01,160.3,0.3,0,0,4,0,8103.48,6,3.88
101,2026-06-01,185.6,9.6,0,0,4,0,7267.45,4,3.75
318,2026-06-01,172.3,4.3,27421.63,69,3,1,8435.99,4,3.17
1416,2025-09-01,186.1,10.1,24987.53,92,3,0,8899.49,0,3.94
120,2026-03-01,161.5,9.5,25418.3,64,2,3,8691.96,6,3.42
879,2026-03-01,188.4,12.4,0,96,3,0,14308.45,10,3.33
225,2025-12-01,192,16,0,0,3,1,10440.07,0,3.68
98,2025-12-01,110.4,0,0,0,3,0,6222,6,3.29
1367,2026-06-01,184.8,8.8,0,0,3,0,11586.41,8,3.31
756,2026-02-01,164.7,4.7,0,0,3,0,8993.15,10,3.47
225,2026-03-01,181,13,0,0,3,1,10202,6,3.28
626,2025-10-01,196.7,12.7,30247.6,92,4,0,9410.87,6,4.33
1387,2025-12-01,199.9,15.9,0,0,5,0,8801.39,2,3.95
918,2025-10-01,191.8,7.8,26603.29,92,2,0,10017.24,0,3.49
1163,2025-12-01,204.9,20.9,0,0,5,0,7767.54,6,3.59
1311,2026-01-01,171.5,3.5,0,91,5,1,13093.25,,3.61
38,2026-02-01,161.8,1.8,18622.17,60,2,0,6814.52,6,4
1172,2026-04-01,176.1,8.1,0,0,4,1,7822.22,4,3.77
1023,2026-05-01,177.6,9.6,0,0,4,0,9315.54,4,3.9
953,2026-06-01,187.9,11.9,0,93,5,0,10473.54,8,2.94
886,2025-10-01,195.4,11.4,0,0,5,0,7077.16,0,3.58
151,2025-11-01,86.4,0,0,0,2,2,3395.67,0,3.49
762,2026-01-01,170.2,2.2,0,0,3,1,9707.53,8,2.35
823,2026-02-01,156.5,4.5,0,0,4,1,9601.39,12,4.56
158,2025-10-01,199.4,15.4,0,137,4,0,13606.97,4,3.75
391,2026-08-01,176.8,8.8,0,0,5,0,8621.43,2,3.75
140,2026-01-01,178,2,0,0,3,0,8263.76,2,2.95
893,2025-09-01,191.7,15.7,0,49,2,0,10819.12,16,3.45
1241,2026-07-01,186.8,2.8,19920.65,60,3,0,7903.48,4,
1470,2026-08-01,91.2,0,0,69,3,2,8021.5,4,4.05
1323,2026-07-01,110.4,0,0,0,2,0,6100,8,3.46
1026,2026-01-01,173.7,5.7,0,0,4,1,9814.7,4,3.16
1265,2025-12-01,201,17,0,0,3,0,9586.44,0,2.92
1251,2026-04-01,181.6,5.6,0,0,5,0,9540.13,0,3.26
1004,2026-08-01,159.7,7.7,0,0,3,2,6430.56,6,3.46
618,2025-11-01,163.4,11.4,0,0,3,1,14877.97,0,3.21
64,2025-11-01,175,15,0,124,4,0,26648.4,2,3.62
969,2025-11-01,175.7,15.7,21663.42,82,2,0,11086.05,4,3.04
941,2026-05-01,177.9,9.9,0,0,4,0,6744.02,8,3.88
926,2026-07-01,182.6,6.6,0,0,5,1,5664.38,2,3.87
1045,2026-03-01,184.7,8.7,0,0,5,0,8188.14,4,3.79
744,2026-05-01,171.7,3.7,0,0,6,0,5634.31,8,3.93
863,2026-01-01,177.7,1.7,20065.23,73,2,0,7664.96,0,4.34
38,2025-12-01,194,18,45735.05,141,2,1,7755.21,6,3.96
1279,2026-05-01,158.3,6.3,0,0,4,2,8598.2,6,3.12
661,2026-08-01,179.4,11.4,0,0,3,0,8969.23,0,3.6
207,2026-01-01,179.9,3.9,16995.53,50,2,0,9669.01,0,2.99
701,2026-07-01,190.8,6.8,0,114,5,0,11712.25,4,
168,2025-09-01,149.6,5.6,0,0,4,4,10062.43,6,2.94
460,2025-11-01,168.7,16.7,33107.23,94,3,1,12694.82,0,4.28
805,2025-09-01,188.3,12.3,23500.61,64,2,0,12789.92,6,3.15
713,2026-06-01,163.2,11.2,23231.72,61,1,3,10672.51,2,3.34
753,2026-03-01,183.8,7.8,22781.42,77,2,0,8866.83,12,3.45
1353,2026-08-01,163.7,3.7,0,0,3,1,9096.73,2,3.03
1124,2026-02-01,155.2,3.2,19394.38,44,2,1,9455.63,10,3.44
566,2026-08-01,170.2,10.2,0,132,6,1,17038.67,0,4.33
526,2026-08-01,175,7,0,0,5,0,7267.43,4,4.31
248,2025-12-01,196.4,12.4,33114.55,105,3,0,10323.25,8,
143,2025-11-01,175.2,15.2,0,0,4,0,7189.98,8,4.99
256,2026-01-01,105.6,0,0,0,3,0,6791.33,4,3.29
1290,2026-04-01,177.6,9.6,0,0,5,1,8313.52,4,3.13
643,2025-09-01,183.6,7.6,0,115,4,0,12233.08,0,3.69
12,2025-10-01,165.4,5.4,0,0,5,3,11067.43,0,4.14
15,2026-08-01,169,9,0,148,5,1,4602.57,2,4.66
1322,2026-03-01,181,13,0,117,4,1,14115.4,8,3.59
1335,2025-09-01,183.1,7.1,0,0,5,0,10402.84,0,4.02
1303,2026-02-01,157.9,5.9,11323.82,41,1,1,8879.86,6,2.36
1264,2025-09-01,180,12,0,0,3,1,8573.94,6,3.7
457,2026-02-01,161.9,1.9,0,0,3,0,6654.99,10,3.3
756,2026-07-01,180.1,4.1,0,0,5,1,8948.28,2,3.39
1340,2026-08-01,175.6,7.6,16160.25,40,2,0,5462.07,4,2.39
293,2026-03-01,105.6,0,0,55,2,0,6882.83,10,
1151,2026-07-01,190.5,6.5,0,0,5,0,9868.72,6,3.83
522,2025-12-01,204.5,20.5,34412.14,121,2,0,9487.91,6,3.6
859,2026-06-01,180.1,12.1,31683.17,93,2,1,6997.06,2,3.92
1487,2025-11-01,171.2,19.2,0,127,4,1,10231.64,0,3.7
303,2025-11-01,153.4,9.4,19107.83,68,1,2,9223.7,6,2.77
1477,2025-09-01,180.3,12.3,0,0,3,1,10528.91,0,3.46
407,2025-11-01,165.9,5.9,28336.61,81,2,0,9050.83,4,3.24
451,2026-04-01,176.9,0.9,0,0,4,0,6567.59,4,3.66
534,2025-10-01,177.9,1.9,22788.08,68,2,1,9164.92,0,3.16
1445,2025-09-01,181.1,5.1,23664.73,86,2,0,11061.21,0,3.6
770,2025-11-01,163.6,11.6,25052.93,92,2,1,8726.05,8,3.74
949,2026-06-01,175.6,7.6,0,0,5,1,6046.11,0,3.89
765,2025-10-01,192.2,8.2,27914.11,102,2,0,8525.39,6,3.69
690,2026-05-01,168.3,8.3,0,0,5,1,8020.12,6,4.03
1053,2026-06-01,186.1,10.1,0,0,5,0,12127.63,8,4.42
1095,2025-11-01,167.1,15.1,40525.75,117,2,1,7253.46,0,4.73
123,2026-06-01,174.7,6.7,19205.7,74,2,1,6539.73,8,2.98
273,2025-09-01,172.7,4.7,0,85,5,1,12089.33,6,3.32
1490,2026-06-01,193.4,17.4,0,139,4,0,13873.27,8,3.37
14,2026-04-01,190.2,14.2,0,99,3,0,11758.47,8,2.79
1187,2026-08-01,161,9,19383.64,60,1,2,7590.1,4,3.47
97,2025-09-01,167.5,15.5,17943.32,62,1,3,9662.45,2,3.31
1151,2025-10-01,193.5,9.5,0,0,5,0,10111.28,6,3.56
1362,2026-01-01,179.1,3.1,0,0,4,0,7819.12,8,3.61
136,2026-06-01,169.9,9.9,0,0,3,2,10971.45,0,2.83
49,2026-03-01,182.3,6.3,21980.64,57,2,0,7719.08,12,2.96
1091,2025-12-01,200.3,16.3,0,0,7,0,13271.26,8,3.66
37,2026-03-01,177.4,9.4,41370.09,119,4,1,7145.9,4,4.99
247,2026-05-01,159.6,7.6,0,0,3,2,8321.53,8,2.8
227,2026-03-01,179.5,11.5,0,0,5,1,10787.2,,3.53
163,2026-05-01,169.4,9.4,0,114,5,1,14533.65,6,3.4
851,2026-01-01,158.6,6.6,0,106,4,3,13928.55,6,4.6
1320,2026-01-01,176.6,0.6,15431.47,51,1,0,9279.27,4,3.57
392,2026-08-01,153.3,9.3,0,0,4,3,8403.44,6,
33,2025-11-01,174.5,14.5,0,92,3,0,7895.25,0,2.61
914,2026-04-01,161.8,9.8,0,0,6,3,10477.43,0,3.81
622,2026-03-01,193.1,17.1,34930.9,109,2,0,9511.98,4,4.42
1447,2026-04-01,176.2,8.2,0,93,4,1,14154.54,6,3.24
1354,2025-10-01,183.2,7.2,0,0,4,1,8510.5,4,3.38
201,2026-04-01,192.3,16.3,0,171,5,0,17517.14,8,4.87
1008,2026-03-01,183.2,7.2,0,0,2,0,13154.56,4,2.19
1209,2026-06-01,185.6,9.6,0,0,4,0,7328.82,0,2.6
227,2025-11-01,174.2,14.2,0,0,5,0,11016.43,8,3.32
889,2025-12-01,204.4,20.4,0,0,4,0,11327.52,4,4.08
1340,2026-01-01,169.2,1.2,10002.74,32,1,1,5178.22,6,1.97
526,2026-05-01,173.9,5.9,0,0,7,0,7202.2,8,4.51
1418,2025-11-01,96,0,0,72,2,0,8346.83,6,3.22
1093,2026-07-01,192.5,8.5,0,121,6,0,11030.81,4,3.64
1167,2025-12-01,202.8,18.8,0,0,6,0,12742.72,8,4.34
617,2026-07-01,170.6,2.6,0,0,5,2,9636.55,6,3.68
527,2026-08-01,170.8,10.8,0,113,3,1,12282.35,8,
346,2025-09-01,177.2,9.2,0,0,5,1,11195.61,8,3.47
268,2026-05-01,158.1,6.1,23553.64,74,3,2,11110.08,0,3.82
1410,2026-07-01,166.4,6.4,21196.85,66,2,3,7038.71,6,3.48
336,2026-08-01,175.8,7.8,0,99,3,0,13308.17,8,3.4
676,2025-10-01,179.1,3.1,0,0,3,1,8069.66,4,3.4
192,2026-06-01,183,7,27994.47,68,3,0,8863.24,6,3.47
1189,2026-05-01,180.2,12.2,20334.01,61,2,0,11003.99,4,2.77
893,2026-04-01,184.3,8.3,0,119,5,0,10209.15,0,3.85
1003,2025-11-01,180.6,20.6,0,129,3,0,11140.54,8,2.96
1275,2025-12-01,197.1,13.1,0,0,5,0,6791.53,8,2.94
277,2026-06-01,185.9,9.9,0,0,4,0,10993.53,0,3.44
99,2026-08-01,91.2,0,14034.7,35,1,2,6923.5,8,
461,2026-06-01,184.8,8.8,0,0,5,0,10929.96,8,3.75
222,2025-12-01,190.9,14.9,0,0,3,1,8677.05,0,3.46
72,2025-11-01,168.4,8.4,0,0,4,0,15726.03,8,3.35
83,2026-06-01,166.4,6.4,0,0,2,2,19088.21,0,2.8
680,2025-11-01,170.2,18.2,0,0,5,1,10697.04,0,4.18
173,2025-12-01,188.3,20.3,29979.81,117,2,2,9801.19,4,3.28
1022,2026-01-01,173.6,5.6,0,0,4,1,9103.09,8,3.64
279,2026-05-01,181.3,13.3,0,80,2,0,13717.54,8,2.58
853,2026-06-01,168.1,8.1,0,0,4,2,7561.12,4,4.09
565,2026-05-01,169.4,9.4,0,0,3,1,9003.83,0,3.05
799,2026-05-01,158,6,0,0,3,2,6299.09,4,3.53
357,2025-12-01,185.9,17.9,0,0,5,2,7596.77,6,2.68
544,2026-02-01,160,0,0,0,4,0,8997.5,8,3.59
407,2026-02-01,164.1,4.1,16643.3,55,2,0,8916.7,4,3.2
994,2025-11-01,162.2,10.2,0,0,3,1,10367.03,0,3.52
464,2025-09-01,189.9,13.9,0,0,6,0,6525.68,0,3.36
1258,2026-01-01,176.2,0.2,0,0,3,0,9226.94,6,2.99
190,2026-04-01,105.6,0,0,0,3,0,6608.33,8,4.78
329,2026-01-01,183.5,7.5,17182.87,57,2,0,9267.5,6,3.29
310,2025-12-01,187.6,19.6,0,0,4,2,12545.1,6,3.2
816,2026-06-01,105.6,0,16713,46,1,0,5683.17,6,3.43
1062,2026-02-01,154.8,2.8,0,0,6,1,9475.84,6,4.51
830,2026-04-01,184.5,8.5,30255.71,79,3,0,8284.11,2,4.24
1390,2025-12-01,197.4,21.4,0,0,6,1,11061.4,6,3.6
396,2025-09-01,182.8,6.8,0,70,4,0,18203.51,0,2.31
1296,2026-02-01,96,0,8175.85,32,1,0,3873.5,6,3.16
236,2025-09-01,181.8,5.8,0,0,5,0,9534.52,8,4.35
570,2026-03-01,176,8,30843.09,79,2,1,9511.7,10,4.43
1094,2026-06-01,105.6,0,13961.36,47,2,0,5256.17,4,3.82
837,2026-08-01,100.8,0,0,0,3,0,5246,8,3.72
1404,2025-09-01,175.2,7.2,24148.07,74,2,1,7055.49,8,3.6
704,2026-06-01,105.6,0,0,58,2,0,5408.67,8,2.88
1146,2026-08-01,178.7,10.7,0,0,5,0,9941.71,0,3.47
1394,2025-11-01,176.1,16.1,0,0,4,0,9417.11,8,3.86
845,2026-06-01,169.8,9.8,30109.42,96,3,0,8396.95,4,4.52
751,2025-10-01,180.2,12.2,0,114,5,2,12645.04,6,3.13
877,2026-01-01,160,0,0,0,3,2,6974.33,0,2.32
926,2026-04-01,187.9,11.9,0,0,6,0,5910.14,6,3.35
29,2026-03-01,186,10,0,0,5,0,5523.24,10,4.8
477,2025-11-01,91.2,0,10345.25,37,1,1,4188.67,0,2.62
302,2026-04-01,176.3,8.3,0,0,5,1,12836.56,2,3.59
954,2026-06-01,177.8,9.8,0,0,3,1,9683.36,6,3.16
1382,2026-02-01,96,0,0,0,2,0,5774.67,6,2.43
96,2026-07-01,110.4,0,0,70,2,0,5805.17,8,4.15
1459,2026-06-01,173.7,13.7,0,0,5,2,8654.09,4,2.95
1380,2026-06-01,194.3,18.3,0,158,7,0,13743.43,8,4.56
132,2026-08-01,162.2,10.2,19679.89,69,3,2,7778.04,6,
1416,2026-08-01,177.1,9.1,24067.16,68,3,0,8828.67,4,3.98
1129,2026-06-01,174.6,14.6,0,109,4,2,13134.51,8,3.25
1160,2026-04-01,167,7,,81,2,2,6771.43,2,
991,2026-02-01,152,0,0,0,3,1,10187,10,3.6
1327,2026-01-01,169.6,9.6,0,71,3,2,10592.85,4,3.18
227,2025-10-01,186.8,10.8,0,0,4,1,10727.77,4,3.35
205,2026-01-01,177.8,1.8,0,0,6,0,7981.25,4,4.21
431,2026-06-01,185.8,9.8,0,0,4,0,8856.19,8,3.58
910,2025-10-01,183.2,7.2,0,0,6,1,7970.49,6,3.61
451,2025-10-01,167.2,7.2,0,0,4,3,6922.88,4,3.34
1284,2026-01-01,179.8,3.8,0,79,3,0,10816.02,2,3.26
647,2026-04-01,183.9,7.9,0,0,4,0,9232.46,2,3.59
780,2025-09-01,184.4,8.4,0,0,7,0,11712.73,4,4.2
353,2026-03-01,171.9,3.9,0,0,3,1,7304.31,12,2.85
132,2026-04-01,188.8,12.8,30970.85,99,2,0,7938.85,8,4.34
832,2026-08-01,168.8,0.8,19016.74,67,2,0,8425.09,8,3.81
165,2025-10-01,184,8,29886.61,80,2,1,8446.39,8,3.7
978,2026-07-01,178,2,18165.17,69,2,1,7777.66,8,3.51
1052,2025-09-01,185.7,9.7,0,0,5,0,8860.14,0,2.86
920,2025-10-01,196.2,12.2,0,0,5,0,11048.95,6,3.85
1113,2025-11-01,157.4,5.4,0,0,6,1,8406.99,4,4.23
888,2026-06-01,182.2,6.2,0,127,3,0,14225.73,8,3.75
883,2025-11-01,177.7,17.7,39578.76,130,3,0,8710.88,6,4.43
1328,2025-11-01,91.2,0,0,0,2,1,4056.5,4,3.53
465,2026-06-01,100.8,0,11274.1,34,1,1,5256.17,2,2.86
1499,2025-10-01,190.8,6.8,0,0,4,0,11163.24,4,2.47
1261,2026-04-01,183.9,7.9,0,0,6,0,8200.59,2,4.15
860,2026-05-01,91.2,0,0,60,3,2,7431.83,0,3.92
630,2026-02-01,169.3,9.3,0,0,4,0,8634.12,8,3.35
681,2025-10-01,193.9,9.9,0,0,4,0,10066.36,8,3.48
1465,2025-09-01,187.1,11.1,15439.52,46,1,0,10296.37,2,1.93
507,2025-12-01,200.5,16.5,35533.73,108,2,0,8249.03,4,3.11
1130,2026-01-01,170.4,2.4,0,0,4,1,10699.53,6,2.92
622,2026-06-01,154.6,2.6,24831.96,76,3,3,8472.26,2,4.27
879,2026-01-01,170.8,2.8,0,84,5,1,13234.94,8,3.44
87,2026-06-01,173.8,5.8,0,0,3,1,13463.64,2,2.93
1029,2026-08-01,167.5,7.5,20048.66,78,2,1,10263.54,2,3.87
1121,2026-05-01,162,10,0,0,3,2,8682.53,2,3.5
765,2026-03-01,157.4,5.4,25084.71,70,3,3,8332.5,6,3.96
187,2025-12-01,110.4,0,0,0,3,0,5723.83,4,3.72
559,2025-09-01,177.5,9.5,0,93,4,1,12498.82,8,3.44
301,2026-02-01,157.9,5.9,0,0,3,1,8698.2,4,2.99
932,2025-10-01,164.1,12.1,0,98,3,4,13387.63,8,3.46
155,2026-05-01,164.3,12.3,0,0,5,2,7885.43,6,3.37
770,2025-12-01,201.3,17.3,36603.83,119,2,0,9117.21,6,3.77
969,2026-03-01,178.4,10.4,22414.5,76,3,1,10638.4,4,3.59
1129,2026-05-01,172.8,20.8,0,95,4,2,13760.18,2,3.42
638,2026-02-01,140.7,4.7,0,77,2,3,7189.32,12,3.69
573,2026-03-01,191,15,0,131,5,0,13599.87,10,3.97
911,2026-06-01,178.8,10.8,0,0,5,1,8426.58,2,4.2
616,2026-05-01,178.9,10.9,0,107,3,0,10769.64,0,3.07
737,2026-08-01,166.9,6.9,0,0,4,1,8683.63,6,4.4
1448,2026-08-01,100.8,0,0,60,3,0,6476.17,4,3.55
107,2026-02-01,167.1,7.1,17913.43,56,2,0,7510.77,12,3.79
13,2026-05-01,173.4,5.4,0,0,4,0,11812.36,2,3.92
10,2026-03-01,179.5,11.5,0,0,3,1,12184.51,8,2.82
1487,2026-02-01,169.1,9.1,0,90,3,0,9464.77,10,3.96
1352,2025-12-01,201.9,17.9,0,0,4,0,10943.1,4,3.37
644,2025-10-01,180.1,12.1,0,101,3,2,8837.69,0,2.76
753,2026-01-01,170.6,2.6,16222.34,46,1,1,8493.06,6,3.07
141,2025-11-01,163.4,19.4,0,129,3,2,11435.54,8,3.27
1298,2025-12-01,206,22,0,0,6,0,17766.09,6,4.62
28,2025-09-01,175,7,0,0,8,1,11968.61,0,4.99
566,2026-05-01,178.3,10.3,0,171,4,0,17052.22,0,4.57
1182,2025-11-01,139.9,11.9,0,0,5,4,8757.85,0,3.97
121,2026-03-01,166.9,6.9,0,0,4,2,12616.04,8,3.77
409,2026-04-01,153.4,1.4,16032.64,59,2,3,7676.22,0,
185,2026-05-01,167.5,7.5,0,0,6,1,8585.43,,3.7
610,2026-01-01,173.4,5.4,0,0,4,1,8289.93,0,2.76
673,2025-09-01,105.6,0,14171.19,47,1,0,5225.67,6,3.86
1294,2026-01-01,168,0,0,0,4,1,8601,2,2.84
704,2026-02-01,91.2,0,0,30,1,1,5408.67,,2.75
223,2025-09-01,186.6,10.6,0,83,4,0,10055.93,2,2.77
57,2025-10-01,183,7,0,0,5,1,10351.23,2,3.88
1036,2026-05-01,175.9,7.9,0,0,8,0,9525.72,2,5
1492,2026-04-01,182.8,6.8,0,0,5,0,12874.86,8,4.34
322,2026-04-01,173.7,5.7,20741.05,69,3,1,11372.26,0,3.52
197,2026-04-01,105.6,0,15214.32,34,1,0,5551,0,3
789,2026-08-01,167.1,7.1,0,0,6,1,8989.18,2,4.24
217,2026-01-01,182.3,6.3,0,67,4,0,16864.05,0,3.09
797,2026-01-01,185.9,9.9,0,68,5,0,12627.1,8,2.84
802,2026-08-01,166.7,6.7,27532.52,72,2,1,6873.17,8,4.61
982,2026-07-01,173.6,5.6,21966.15,59,1,2,8900.56,6,3.25
436,2026-06-01,173.4,13.4,0,0,5,2,8634.01,8,4.04
558,2026-01-01,176.1,0.1,0,0,3,0,9432.66,6,2.89
1110,2026-06-01,184.4,8.4,35107.96,129,4,0,10742.12,0,4.75
383,2026-02-01,157.9,5.9,0,0,3,1,7896.77,10,4.02
177,2026-08-01,164.9,4.9,0,0,3,1,8902.13,2,3.01
514,2026-03-01,176.7,8.7,0,98,4,1,14386.64,10,3.56
730,2025-09-01,173.1,5.1,0,0,5,1,13651.36,8,3.98
1467,2025-10-01,180.3,12.3,0,0,7,2,8639.1,6,4.11
488,2026-03-01,171.4,3.4,0,0,6,1,12255.45,10,4.05
127,2026-03-01,185.8,9.8,0,0,4,0,7389.35,8,3.39
1218,2026-07-01,184.7,0.7,19816.13,55,2,0,6627.91,8,
841,2025-09-01,168.1,8.1,18236.87,55,2,2,7767.83,10,3.27
789,2026-04-01,180.6,4.6,0,0,5,0,8805.96,8,
1328,2026-08-01,96,0,0,0,2,1,4056.5,8,3.52
513,2026-04-01,174.8,14.8,0,57,2,2,12111.03,14,
1404,2026-04-01,181.6,5.6,29810.21,73,3,0,6963.53,0,3.84
434,2026-03-01,173.8,5.8,0,0,7,1,10057.69,8,4.29
1201,2026-03-01,188.6,12.6,0,143,7,0,13282.21,8,4.14
1198,2026-02-01,0.7,0.7,97.56,0,0,2,944.55,0.1,4.03
1256,2026-06-01,157,13,0,0,3,4,9704.34,2,3.68
1126,2025-11-01,175.8,15.8,0,145,3,0,12735.55,8,3.23
1023,2025-12-01,191.5,23.5,0,0,5,2,10350.15,4,3.83
321,2026-07-01,160,0,0,0,3,3,7879.17,4,4
286,2026-03-01,192.7,16.7,0,0,5,0,7470.28,12,3.54
178,2026-08-01,178.2,10.2,0,116,6,0,10289.59,4,4.32
413,2026-05-01,179.1,11.1,28527.33,75,2,0,9282.33,4,3.39
1050,2026-05-01,168.4,16.4,0,97,3,2,14291.36,6,3.49
1499,2026-01-01,148.2,4.2,0,0,2,4,10926.02,2,2.45
1336,2026-04-01,100.8,0,0,0,2,1,4636,6,4.06
1166,2026-06-01,193.6,17.6,0,150,4,0,13284.96,4,4.15
